CLUE,ANS,POS
German submarine ,u-boat,1
Ben Hur's car ,chariot,1
Pay no attention to ,ignore,4
Unsurprising,predictable,2
Unit of length ,inch,1
Reasonable ,logical,4
Personal views ,opinions,3
Ethylene glycol ,antifreeze,1
Priest's assistant,server,9
A tough and testing time ,ordeal,2
Zodiacal bull ,taurus,1
Italian city,florence,2
Worshipped and venerated ,adored,1
Member of orchestra,cellist,2
House of concubines ,harem,1
Grown-ups ,adults,1
Danger ,hazard,12
Dorset seaside resort ,swanage,1
Gobbledygook,gibberish,8
To do with sense of touch ,tactile,1
