CLUE,ANS,POS
Clapping ,applause,1
Allocates a task ,assigns,1
Assert one's right to,claim,1
Cease work ,rest,17
Ten years ,decade,1
Window in  a roof ,skylight,1
Breed of antelope ,impala,3
Loss of memory ,amnesia,1
The Roman emperor said to have made his horse a consul,caligula,1
"Beliefs, dogmas ",tenets,3
Food item made with bleached flour ,white bread,1
Travelling company of entertainers ,circus,1
A wine of the best grade ,grand cru,2
Steak type ,t-bone,2
Baseless ,unfounded,2
Seat of a monarch ,throne,1
Member of police force ,officer,1
Attire ,dress,4
