CLUE,ANS,POS,FOUND IN
Locomotive ,engine,1,Engineer
American (colloq.) ,yank,1,"Yankee - A term referring to an inhabitant or citizen of New England, especially one from Massachusetts."
Performance by one person ,solo,1,Solo performance - A show or act performed by an individual artist without accompaniment from other performers.
Founder of Methodism ,wesley,1,John Wesley
Absolutely sure ,certain,2,Certainly
One living at others' expense ,sponger,8,Sponger - someone who habitually depends on others for financial support without contributing anything in return.
Spin-stabilised device ,gyro,1,Gyroscope
Zodiac sign - tumour ,cancer,1,"Cancer (In astrology, cancer is represented by the crab; however, it's not directly related to medical terms)"
Wee ,tiny,2,"Tiny - Very small, especially so as to be difficult for the eye to see clearly."
Established religious ceremony ,rite,9,Holy rite
