CLUE,ANS,POS,FOUND IN
Less than 50% or 18 ,minority,5,A minority (less than 50% of the whole)
Hindu or Sikh teacher ,guru,1,"As a respected guru and teacher, he embodies the values of compassion, wisdom, and service to others."
Rough drawing ,sketch,1,Sketchy outline
Violently destructive ,cataclysmic,20,Cataclysmic chaos
Implied ,tacit,19,Tacitly understood
Continuous dull pain ,ache,1,Headache
Heights occupied by Israel ,golan,3,Golan Heights
Yet - hushed,still,26,Still unspoken
Intensive military attack ,blitz,1,Blitzkrieg
Ring ,circle,9,Circle of friends
