CLUE,ANS,POS
Plenty,ample,1
Case for a sword ,scabbard,1
Lustrous fabric ,damask,17
Harmful,noxious,2
Cod-like fish ,ling,13
Rush - a job for life?,career,2
Clean and orderly ,tidy,10
West African country ,ghana,1
Parvenu ,upstart,4
Performer's skill,artistry,2
Gifts ,presents,2
Brought back to original condition ,restored,2
Fall down ,tumble,2
Determined attempt ,effort,1
Comparable ,similar,2
Toothed wheel driven by a chain ,sprocket,5
Musical drama ,opera,2
Seat on horse or bike,saddle,1
Chances ,odds,1
Very unkind,cruel,1
Miraculous food ,manna,2
