CLUE,ANS,POS,FOUND IN
Large waterbird ,goose,16,Spur-winged goose (not the largest but large among its kind)
Fight; waste ,scrap,5,Scrapped value
Underside,bottom,1,Bottom side
Showing lack of skill in handling delicate situations ,tactless,19,Tactless maneuvers
Dispute (a statement) ,challenge,2,Challenged
Articulate ,eloquent,5,Eloquent orator
Shaving foam ,lather,1,Lathering agent
Jump suddenly ,leap,1,Abruptly leap
Bizarre -- occasional ,odd,1,Occasional oddity
Schmaltzy ,mawkish,2,Mawkishly emotional
Fill luggage - wolves ,pack,1,Packed dens
Blacksmith's block,anvil,4,Anvil inaccessible
