CLUE,ANS,POS,FOUND IN
Fail; girl ,miss,1,Misstep
Helixes ,spirals,17,Double spirals
Delight; magical object ,charm,6,Charm bracelet
Standard score for golfers ,par,22,Par (standard number of strokes that an expert golfer should take to complete a hole/course)
Extremely earnest ,intense,11,Intensely dedicated
Moose ,elk,2,Elk-sized
Holidays on water ,cruises,5,River cruises
A desire to hurt ,spite,15,Spitefulness
Specialised language,jargon,1,Jargon - technical terminology or the lexicon of a particular group or field.
Capital city of Scotland ,edinburgh,1,The city also hosts the famous Edinburgh Festival Fringe every year.
