CLUE,ANS,POS
Party - hit,bash,4
"Clothing, apparel",attire,2
Agra tourist attraction ,taj mahal,1
Long-haired rabbit ,angora,1
Winged god of love ,eros,1
Widespread killing ,massacre,4
"Make out, distinguish by eye ",discern,8
Arrow maker ,fletcher,2
Decisions of courts on issues of fact or law ,findings,12
They're smaller than towns ,villages,1
Automatic machine ,robot,1
Desiccating ,drying,3
Book series by John Galsworthy ,the forsyte saga,1
Pre-Aztec Mexicans ,toltecs,2
Lively Parisian dance ,cancan,1
Inuit abode,igloo,1
Strong drink ,vodka,13
Elevate ,raise,2
Home loan ,mortgage,1
Bright and warm ,sunny,8
Patois ,dialect,1
Aviators ,pilots,1
Warning of danger ,alert,1
Impose a penalty ,punish,6
River flowing through Russia and Kazakhstan to the Caspian,ural,2
Hazel nut ,filbert,1
Pleasure seeker ,hedonist,1
Take small bites from ,nibble,1
