CLUE,ANS,POS
Large flat dish ,platter,1
"Plant stems, edible when cooked ",rhubarb,3
Pugilism ,boxing,1
Delicious ,yummy,8
Because -- from the time when ,since,1
One works among trees ,forester,1
Allow ,permit,1
Male deer ,stag,2
Average (but poor),mediocre,2
Catch fire ,ignite,1
Unknown or peculiar ,strange,10
Present or easily available ,on hand,3
Expert in word origins ,etymologist,1
Swift deer-like animal ,antelope,1
Detective ,sleuth,1
Prizes or remunerations ,rewards,1
"Not hollow, the same throughout ",solid,1
Unwilling to change views ,intransigent,5
Elucidated,clarified,1
Wealthy businessman ,magnate,4
Declare ,affirm,7
"Disappointment, being thwarted",frustration,1
