CLUE,ANS,POS
Lockjaw ,tetanus,1
Arab or Muslim at time of the Crusades ,saracen,1
Floor-covering ,carpet,1
Power and prestige ,influence,1
Don't hold on,let go,6
English port ,dover,1
"Sanctuary, asylum ",refuge,1
Intense anger,fury,1
Enthusiastically ,eagerly,2
Depressed ,blue,6
"Talked wildly, raved ",ranted,2
"Old German kingdom, capital Berlin ",prussia,1
Warlike Hunnish king ,attila,1
Hybridisation ,crossbreeding,1
Skill in a particular field ,prowess,6
Forswear ,abjure,1
Implement ,tool,1
Mild oath associated with medieval England,gadzooks,2
Dispirited ,dismayed,12
