CLUE,ANS,POS
Slayer of the Minotaur ,theseus,3
Atomic number 85 ,astatine,8
Stylish ,chic,1
Fruit (that can be split?) ,banana,9
Appealingly fanciful ,whimsical,4
Branch of mathematics ,geometry,2
Capable of stretching ,tensile,10
Passage between seats ,aisle,1
"Charm, captivate ",beguile,6
Sound of a plane flying faster than the speed of sound ,sonic boom,2
Bring in from abroad ,import,1
Off-white ,cream,3
Country house ,villa,3
Pyramids location ,giza,3
Fish eggs ,roe,1
Causing laughter ,comic,8
