CLUE,ANS,POS,FOUND IN
Thou,you,2,"Thy - Your; possessive form of ""thou,"" typically used in old English literature and songs"
"Appealed earnestly, begged ",entreated,7,Fiercely entreated
An artist works in it ,studio,1,Atelier: A workshop or studio where an artist creates their artwork
Small mouse-like rodent ,vole,14,Meadow Vole (small ground-dwelling rodents that are often compared to moles in their appearance)
Step on dry land,disembark,1,Disembarked
Gem ,jewel,3,Exquisite jewel
Thrill,excite,1,Excitement
'Lolita' author ,nabokov,1,"However, it is important to note that while Flaubert created one of the most iconic characters in literary history - Désirée Maxime - he did not directly write under the pseudonym ""Lolita."" The character Lolita from another novel titled ""Lolita"" was written by Vladimir Nabokov, an American-born Russian author who emigrated to the United States."
Lift or hold something to assess its weight,heft,15,Feel the heft
One travelling widely ,globetrotter,1,A globetrotter
"Main, principal ",dominant,20,Dominant force
Compulsory,forced,4,Enforced
