CLUE,ANS,POS,FOUND IN
Jump on one foot ,hop,2,One-footed hop
3-D model of a scene ,diorama,3,Interactive diorama
Small lie ,fib,3,Inconsequential fib
"Of food, bought for eating elsewhere (4-4) ",takeaway,7,Restaurant takeawayer bags
Hot drink ,cocoa,15,Hot cocoa-velvety
Of flowers ,floral,13,Floral arrangement
Curved oriental sabre ,scimitar,16,Middle Eastern Scimitar
Widely known and esteemed ,noted,10,Noted for expertise
Closely-stitched embroidery ,needlepoint,10,Needlepoint design
Friendly - type ,kind,12,Kindness
Extensiveness - measure ,length,13,Length (temporally or spatially)
"Haphazard, hit or miss ",random,2,Randomized
Firm - building for animals ,stable,1,Stable shelter
Magnitude ,size,14,Significant size
