CLUE,ANS,POS
Force that produces rotation ,torque,1
"Brilliant, fantastic ",superb,13
Turkic language ,tatar,5
Without equal,nonpareil,9
Spanish peninsula ,iberia,1
Course of action ,policy,9
Hindu ascetic ,yogi,3
Bacteria ,germs,2
Restore to required state ,reset,14
Substance sealed in container and released as fine spray ,aerosol,1
Just coming into existence ,nascent,4
Night birds ,owls,1
Affronted ,insulted,2
Plaything ,toy,2
Circular frame with spokes,wheel,1
An exclamation of excitement or enthusiasm ,yippee,2
Yield - gain,profit,3
Unifying idea ,theme,1
Carve ,engrave,4
