CLUE,ANS,POS,FOUND IN
Accuse with a crime (US) ,indict,11,Levels indictments for a crime
A knotted mess,tangle,1,Tangled web
New Zealander ,maori,4,Aotearoan (Aotearoa is the Maori name for New Zealand)
Infer ,deduce,8,Deduce meaning from clues
Lady luck ,chance,19,Chance encounter
Flat-bottomed barge ,lighter,4,Lighter (river craft used for unloading and loading vessels)
Hindu sect and its chant ,hare krishna,1,"Vaishnavism and ""Hare Krishna"""
Plunge headlong ,plummet,11,Plummet precipitously
Calf flesh ,veal,17,Veal (young calf meat)
Strong wind ,gale,1,Gale-force
IX,nine,1,Nine (as in the number)
