CLUE,ANS,POS
Brave guy ,hero,1
Breathed audibly and deeply ,sighed,2
Spoof ,hoax,7
Grow accustomed,familiarise,15
"Orson, film director ",welles,1
Self-government in local matters ,home rule,7
Scale for shoe fasteners ,laces,4
Something provoking a response ,stimulus,1
Immature form of insect ,larva,1
Nightclothes,pyjamas,10
Feral ,wild,1
Boy attendants ,pages,1
Sweetheart ,darling,3
Painful ,sore,6
Bubbles ,foam,1
Appealing to emotion rather than actuality ,sentimental,1
Long seat with back and arms ,settee,8
Baby swan ,cygnet,1
Set of clothes,outfit,13
Seraph ,angel,1
