CLUE,ANS,POS
Get bigger ,grow,2
Discharge; give expression to,vent,2
They decide outcomes of contests ,judges,2
Snow vehicle and heavy hammer ,sledge,1
Ought to ,should,1
Glass container in the laboratory ,test tube,3
Funny little teasers,riddles,1
Furthest extent ,limit,7
Accounts checker,auditor,1
Horned dinosaur ,triceratops,1
Involving hard work ,laborious,1
With much to do ,busy,5
Bigotry ,bias,3
The immaterial part of a person ,psyche,4
South American pack animal ,llama,1
Polynesian garland ,lei,1
