CLUE,ANS,POS
Columnist who replies to readers' letters,agony aunt,1
Pieces of broken glass ,shards,1
South African currency,rand,1
Young cow ,calf,1
Max __; Dadaist ,ernst,1
Building for travellers ,hotel,6
Impale ,transfix,5
"Differ, dissent",disagree,1
Treat with disrespect ,insult,12
Person who jeers speaker from the crowd ,heckler,1
Striking with the foot ,kicking,1
Way of bearing one's body ,posture,1
Spud ,potato,1
Pennine town in Greater Manchester ,rochdale,2
Legal enactment ,statute,3
Woman's garment,blouse,3
Gift (to charity) ,donation,1
"Examined, tried ",tested,4
"Keenness, avidness ",eagerness,1
