CLUE,ANS,POS,FOUND IN
"Large, mainly Mongolian, desert",gobi,4,Gobi-Altai (a mountain range in western Mongolia)
Play music in the street ,busk,3,Busking
"Back, sanction ",endorse,9,Endorsed
Magician ,wizard,2,"His dissertation on ""The Art of Misdirection: A Study of Linguistic Sleight-of-Hand"" earned him a reputation as a master of verbal wizardry."
"Native to, eg, Cardiff ",welsh,1,Welshman
Arab vessel with lateen sail ,dhow,1,Dhhow - a traditional Arabian sailing dhow with a lateen sail.
Oliver Goldsmith wrote 'The . . . . . of Wakefield' ,vicar,2,"Primrose, a country vicar, as he navigates life's ups and downs with his family at Wakefield Hall"
Pursue quarry ,hunt,1,Hunt down
Blank areas ,spaces,1,Vacant spaces
Hibernian ,irish,13,Irish Times
Widespread ,mass,19,Massive
"Tear, rend ",rip,1,Rips
"Fidel . . . . . ., Cuban chief ",castro,1,"Fidel Castro, a former Cuban leader"
