CLUE,ANS,POS,FOUND IN
Call before a court to answer an indictment ,arraign,3,Arraignment
Take a loan of ,borrow,1,Borrowing
Male underwear,y-fronts,9,Y-fronts (UK term for boxer briefs)
Recoil from a slangy psychiatrist ,shrink,1,Shrinkback
Wickedness ,evil,13,Evil-doing
Magnificent ,superb,14,Superb  
Dark blue university?,oxford,1,"Oxford - A prestigious and historic university in England, known for its dark blue tunics (robes)."
Reconnaissance unit ,patrol,3,Patrols
Complete outfit - group of musicians,ensemble,10,Ensemble ensemble
Lacking colour ,wan,10,Wan  
"Bob -, Blowin' in the Wind singer ",dylan,1,Dylanologist (a person who studies or admires Bob Dylan)
Bar parlour - comfortably placed ,snug,13,"Snug (in British pubs, a small private room)"
Strive - proceed with difficulty,struggle,2,Struggle   
