CLUE,ANS,POS,FOUND IN
Sprightly ,nimble,20,Light on their feet (indicating nimble movement)
"Large, mainly Mongolian, desert",gobi,1,Gobi Desert
A cold meal ,salad,17,Chilled summer salad
Play music in the street ,busk,2,Busking artist
Award conferred as a mark of respect ,honour,14,Legion of Honour (French order of merit)
Catch the breath ,gasp,1,Gasping for air
Magician ,wizard,18,Wizardry enthusiast (for those fascinated by the art of magic)
Fan out in ornamental water jet ,fountain,3,Ornate fountain
Leave ,depart,1,Departing
Make stronger and hardier ,toughen,8,Toughened
Conforming to Islamic (dietary) laws,halal,1,Halal-certified
Separated ,apart,8,Set apart
"Fast river flows, white waters ",rapids,13,Whitewater rapids
Pursue quarry ,hunt,1,Hunting grounds
Blank areas ,spaces,11,"Vacant spaces within diagrams, charts, graphs, or maps where data or information needs to be added for proper analysis and interpretation."
"Tear, rend ",rip,18,Ripened (referring to the process of developing fully; can imply a gradual 'tearing' open as one ripens)
"Fidel . . . . . ., Cuban chief ",castro,8,Head of Fidel Castro's guerrilla movement
