CLUE,ANS,POS,FOUND IN
Vast age ,eon,1,Aeons
24 Down in Nottinghamshire ,newark,9,"Tuxford - A market town in the Borough of Newark and Sherwood, Nottinghamshire"
Young geese ,goslings,1,"Goslings - baby geese, particularly before they learn to swim and walk properly."
Children's periodical ,comic,17,Black Cat Comic Digest
Santa tour for space traveller ,astronaut,12,Astronaut's Arctic Adventure
Roman goddess ,venus,1,"Venus - Goddess of love, beauty, and fertility in Roman mythology, equivalent to Aphrodite from Greek mythology."
Hold spellbound ,enthral,10,Enraptured - delightedly captivated or charmed by something enthralling.
Between red and yellow ,orange,1,"Orange - A color resulting from the mixture of red and yellow hues, often associated with warmth, vitality, and energy."
1979 US film about Vietnam,apocalypse now,1,"Apocalypse Now (also known as ""Apocalypse Now, Redux"") - directed by Francis Ford Coppola and based on Joseph Conrad's novel ""Heart of Darkness."" The movie was released in theaters in 1979 but also had a special edition titled ""Redux"" in 2001."
Richard . . . . . . composer of 'The Flying Dutchman' and 'Lohengrin' ,wagner,1,Richard Wagner
Metal joint,weld,14,Welded connection
"Call on, go to see ",visit,3,"Commend - While not exactly the same as ""go to see,"" it can imply a positive reason for visiting."
"Drink, maybe philtre ",potion,1,"Elixir - A magical or medicinal liquid, often associated with alchemy and potions in folklore."
Tennis court feature ,net,1,"Baseline - The line at each end of a tennis court, marking the boundary closest to the net."
"Work, run ",operate,10,"Factory worker - A person who operates machinery in a manufacturing plant, often performing repetitive tasks as part of their job duties."
Football's whistler ,ref,1,Referee
Bed of sedimentary rock,stratum,7,Limestone stratum
"Omar ..., film actor ",sharif,1,Omar Sharif
Wrongly understand ,misinterpret,2,"Misinterpret - To explain, describe, or conceptualize inaccurately."
