CLUE,ANS,POS,FOUND IN
A pair of performers ,duo,2,Duo artists
Sheaths for guns ,holsters,1,Gun holsters
"Inherent ability, natural talent ",aptitude,2,Natural aptitude
Elegant British tree,silver birch,15,"Silver birch - With its smooth, pale bark and distinctive branches, it exudes graceful elegance"
The Taming of the --,shrew,1,"Shrew: Originally referring to a fiery, difficult-to-manage woman, but can also imply someone or something challenging to tame in general contexts."
Devon river ,exe,5,Exe River
Fastened with metal pins ,nailed,8,Firmly nailed
Take issue with ,disagree,5,"Disagreement with company management decision: ""The proposed cut in employee benefits is unfair and will demoralize the workforce."""
Double-dealing ,two-faced,3,Two-faced approach
Gaping,wide open,5,Appearing as though wide open and ready for action: A chasm gaping with potential opportunities
Purple,violet,2,Deep violet shade
Elliptical figure,oval,1,Oval-shaped object
Frocks ,dresses,1,Dresses (general term for clothing typically worn by women or girls)
