CLUE,ANS,POS
Academy award ,oscar,1
Moisture condensed at night ,dew,1
Planet second nearest to the sun ,venus,1
Stick out ,protrude,1
Deep red spice,paprika,1
Item inserted in a written record ,entry,3
One who watches ,viewer,4
Unrest - upheaval ,turmoil,2
Remains of a prehistoric plant or animal ,fossil,1
US state ,pennsylvania,5
Copier of (handwritten) documents,scribe,2
Avoid or abstain from ,eschew,4
Calling for immediate attention,urgent,2
New England state ,maine,1
Glowing in the dark ,fluorescent,6
