CLUE,ANS,POS,FOUND IN
Rhythmic monologue ,rap,19,"Blitzkrieg (lightning war, often involving rapid attacks)"
Shoe part,heel,3,Heel counter
Oration ,speech,3,Persuasive speech
"Founder of the German Romantic school of opera, d. 1826",weber,1,Carl Maria von Weber
Artist's tripod ,easel,14,"Portable easel (implying a single leg, metaphorically)"
Sudden feeling of fear,fright,10,Frightened
Herb to make money ,mint,4,"Peppermint (used to make tea, essential oils, or as a flavoring agent)"
Not easy to see or understand ,unclear,20,Unclear or vague
Flavour ,taste,5,Rich in taste
Throw down the gauntlet,dare,4,Daredevil task
Eyelash cosmetic ,mascara,2,Mascara wand
"Soften, give in ",relent,3,Relenting
