CLUE,ANS,POS
Adult male ,man,1
Woody tropical grass ,bamboo,1
Microscopic organisms ,bacteria,1
Wave rider ,surfer,1
Newt-like amphibian ,salamander,2
Legitimate - deserved ,rightful,14
Absence of emotion or enthusiasm ,apathy,1
Slender tubes of pasta ,macaroni,5
Period (of work); incantation ,spell,15
"Harry ......, famous American escapologist ",houdini,1
Mildly diverted or entertained ,amused,1
Entrust responsibility to an agent ,delegate,1
"Eg, spaghetti ",pasta,2
Person dying for a cause,martyr,1
