CLUE,ANS,POS,FOUND IN
Cold season ,winter,2,Wintery
Dull sound of a bell,clang,3,Low-pitched clang
Shore ,coast,1,Coastline
Allows or causes to ,lets,16,Lets happen or take place
Nudists ,naturists,9,Sunbathing naturists
Illuminate ,light,2,Enlighten
Get ready ,prepare,1,Prepared
Deride - mock ,jeer,1,Jeer at
By way of ,via,3,via a particular channel
Hooked claw ,talon,1,Armed talon
Nethermost ,lowest,4,Lowest point
International formula car race ,grand prix,2,GP (Grand Prix)
Consented ,agreed,1,Agreed upon
One of the Great Lakes,huron,3,Lake Huron
Owing to ,because,13,Payment owed because of a contractual agreement
Postpone ,defer,2,Deferred
Public sale - type of bridge,auction,11,Historic Bridge (if it's a landmark and subject to sale or preservation auctions)
A pair of performers ,duo,13,Duo (generic term for a pair)
Sheaths for guns ,holsters,1,Gun holsters
"Inherent ability, natural talent ",aptitude,2,Natural aptitude
Spanish gentleman ,hidalgo,3,Hidalgo de noble cuna
Take issue with ,disagree,4,An area of disagreement or conflict
Mighty ones grow from little acorns,oaks,8,Youthful oaks
Elliptical figure,oval,1,Oval shape
