CLUE,ANS,POS,FOUND IN
"Flee from restraint, allow to pursue like dog ",unleash,7,Unleashed spirit
Bedroom conflict ,pillow fight,14,Pillow fight aftermath
Arrive at ,reach,8,Speedily reached
Stems of asparagus as weapons ,spears,2,Thorny spears
Continuous record of events in order of time ,chronicle,10,Historical chronicle
Chest bone ,rib,4,Rib cage
Stew-dish ,casserole,2,Casserole dish
Fully stated ,explicit,7,Explicit clarification
Physician (informal) ,medic,7,Medicine man
Short-long metrical foot ,iamb,1,Iamb (da-DUM)
Area of variation ,range,8,Adaptive range
Area with frozen subsoil ,tundra,9,Polar tundra (contextually associated with frozen subsoil)
Candle fibre ,wick,3,Spermaceti wick
