CLUE,ANS,POS,FOUND IN
Thou,you,2,"Thy (archaic term for your, addressing someone informally in the past)"
Member of the family ,relative,15,Extended relative
"Appealed earnestly, begged ",entreated,6,Earnestly entreated
An artist works in it ,studio,1,"Atelier - a workshop or studio where an artist works, especially one belonging to a painter or sculptor."
Cherish a desire,hope,7,Treasured hope
First batsman ,opener,16,Frontline opener
Thrill,excite,7,Edge of excitement
'Lolita' author ,nabokov,1,Vladimir Nabokov
Lift or hold something to assess its weight,heft,9,Feel the heft
Convexity of the surface of a road ,camber,9,Cambered roadbed
Stuffed ,replete,4,Replete with contents
Compulsory,forced,4,Forced upon
Turn hide into leather ,tan,1,Tanning
Green part that forms a flower's calyx,sepal,1,Sepals
Conspire - small piece of land,plot,1,Plotted parcel
U2 guitarist ,edge,2,The Edge
Lapse against moral law ,sin,2,Sinful behavior
Vividly described ,graphic,16,Graphically depicted scene
"Beethoven or Mozart, say ",composer,1,Renowned composer
One-humped camel ,dromedary,1,Dromedary camel
Ore ,mineral,13,"Placer deposit (related to gold, not directly 'ore' but a form of accumulated mineral wealth)"
Put on clothes ,dress,1,Dressed
"Eg, gun ",weapon,3,Weaponry
