CLUE,ANS,POS
Israeli city ,tel aviv,2
Very steep ,precipitous,1
Portion of meat ,cutlet,2
Weapons store ,arsenal,1
Leisurely walk ,amble,2
Smouldering piece left over from a fire,ember,3
"Pattern of sounds, the beat ",rhythm,1
Something that compensates,offset,11
Tranquillity,peacefulness,3
Those with severed limbs,amputees,1
Greek goddess ,athena,1
In the direction of the Orient ,eastward,7
Article in list ,item,2
"Inactive, motionless ",static,12
Tell a story ,narrate,1
Male domestic fowl,rooster,2
"Admittance, entree ",access,1
Land surrounded entirely by water,isle,6
Niggardly ,stingy,1
"Bolstered, sustained ",supported,2
One shoots from a concealed place ,sniper,1
Device for opening or closing a circuit,switch,1
Large airship ,zeppelin,2
Legally responsible ,liable,1
"Peers, matches ",equals,15
Fly larva ,maggot,1
"Mindless, pointless ",senseless,12
Petty quarrel ,spat,3
Ring-doughnut shape ,torus,1
North African city ,tunis,7
Deserter ,renegade,5
Haitian city,port-au-prince,1
Desert illusion ,mirage,1
