CLUE,ANS,POS
Work done on furniture,upholstery,1
Indian currency ,rupee,1
Medicinal extract in a solution of alcohol,tincture,1
Physical aggression ,violence,1
Minute particle ,atom,1
Boundless ,unlimited,3
"Eg, Riga natives ",latvians,3
Monetary unit in S Africa ,rand,1
The science of the earth's crust ,geology,1
Nethermost,lowest,2
Honest ,upright,20
Country and bird ,turkey,15
Period of time,era,2
"Follow-up film, book etc",sequel,1
Small pill or lozenge ,tablet,1
Embellish ,decorate,2
Improbable ,unlikely,1
Ingenuous ,naive,1
Distance from the surface to the bottom ,depth,1
Frequented by a ghost ,haunted,2
