CLUE,ANS,POS,FOUND IN
Leaves carved on a Corinthian column ,acanthus,1,"Acanthus - A leafy design, often found in ancient Roman and Greek artwork."
Strange and exciting ,exotic,2,Exotic - Originating in a foreign country; strikingly different from local customs and ways of life.
Citizen of a former Soviet republic,kazakh,10,Kazakhstani
Early nineteenth century anti-machinery demonstrator ,luddite,1,"Luddite - Originating from early 19th century England, this term describes someone who is opposed to industrialization and machinery advancements"
"Norma, say",opera,13,Standardized - Done according to a standard form of operation.
Game played with a netted stick,lacrosse,5,Lacrosse (in some variations where the ball is passed using netted sticks)
Dispossess ,deprive,4,Deprive - Withhold or deny (someone) of possessions or rights.
"Piece of wood, potato, or silicon",chip,1,Chip (as in potato chip)
Pudding ,dessert,6,Jello (gelatin-based dessert)
Turkish commander ,aga,11,Kara Mustafa Pasha (Ottoman Grand Vizier who led the Ottoman forces against Vienna in 1683)
