CLUE,ANS,POS,FOUND IN
Hi! - bye! ,ciao,8,Yoo-hoo! - Ciao!
Holds dear or regards highly ,values,2,Values deeply
Warplane ,fighter,1,Fighter jet
"Precise detail; small, trivial matter",minutia,2,Minutiae
"Distinguish, make out ",discern,3,Discern subtle variations
"Rescue (of) ship, etc",salvage,4,Salvage the wreckage
De-sex ,neuter,1,Neutered
Administrative body ,council,18,Judicial council
Prefix denoting life ,bio,1,Biology
Corrode,eat,13,Weathered
To do with or like horses ,equine,1,Equine-related
