CLUE,ANS,POS
Kill by piercing with a spear or sharp pole ,impale,3
Ethiopian capital ,addis ababa,1
Like no other ,unique,1
"Gas, O ",oxygen,1
Between Triassic and Cretaceous ,jurassic,1
Capture (slang) ,nab,6
Madness ,insanity,3
Latticework to support plants ,trellis,1
Relating to love ,romantic,2
Greek waters ,ionian sea,10
Room at the bottom ,basement,2
Examine (quickly) ,scan,5
Dairy product ,cheese,4
Concluding ,ending,2
Proposition not self-evident but proved by a chain of reasoning ,theorem,1
Male relative ,grandson,7
West African republic,niger,8
Head of abbey ,abbot,1
Material for pottery ,clay,1
Immeasurably bad ,abysmal,9
Treat cruelly ,oppress,5
Large ocean fish ,marlin,3
Ocean ,sea,1
Snare; carriage ,trap,1
Strong drive for success ,ambition,1
Having a common cultural tradition ,ethnic,5
