CLUE,ANS,POS
Rabbit coop ,hutch,3
Soundless ,silent,1
Get off a horse,dismount,1
Blades of windmill or propellers ,vanes,5
Resident ,citizen,6
Capital of South Carolina ,columbia,1
Capital of Rwanda ,kigali,1
Vigour ,energy,1
Morally right ,ethical,5
"Torn apart, severed ",sundered,4
Take a chance ,risk,3
Coterie ,clique,1
One of London's airports ,stansted,4
"'Rut, groove (6)' ",furrow,4
Cook slowly ,stew,3
Structure in an apiary,beehive,1
Beatrix Potter character ,peter rabbit,1
Unruffled ,composed,1
Foolish talk ,twaddle,4
Military group ,troop,19
Jealous emotion - deadly sin,envy,1
Supplicate,pray,6
