CLUE,ANS,POS,FOUND IN
Lustrous fabric ,damask,7,Damask (also a type of pattern)
The 50th state ,hawaii,1,"Evelyn Witts, my solution for the crossword clue ""The 50th state"" would be: Hawaii"
Cod-like fish ,ling,10,Lingcod
Computer screen symbols ,icons,13,Iconset
"Southern African kingdom, capital Mbabane ",swaziland,1,Swaziland (former name until 2018)
Plait of hair at back of head ,pigtail,17,Pigtailing (multiple braids gathered together)
Ancient Greek with weak heel ,achilles,1,"Achilles' Heel (Metaphorically refers to a vulnerability in the ancient Greek hero known for his strength but also for his single, fatal weakness.)"
Make uncomfortable,embarrass,3,Embarrassing
Mount . . . . . . . . in USA has carved heads of presidents ,rushmore,1,"Mount Rushmore - The famous landmark with the presidential faces sculpted into it, located in South Dakota, USA."
Determined attempt ,effort,15,Unyielding effort
Earth (Latin) ,terra,15,Solidus terrae (solid ground of the earth)
Toothed wheel driven by a chain ,sprocket,12,Drive sprocket mechanism
Musical drama ,opera,1,Opera seria
Miraculous food ,manna,1,Manna (from the biblical tale of Exodus)
