CLUE,ANS,POS,FOUND IN
Food for queen and larvae ,royal jelly,12,Royal jelly for queen and larvae
Internal framework ,skeleton,10,Inner skeleton
Highly skilled musician ,virtuoso,1,Virtuoso performer
Manipulate; manage ,handle,6,Handle with care
Descend vertical slope using rope ,abseil,3,Vertical abseiling with a rope
The smaller of two ,lesser,1,Lesser-known word
Organisation's influence in the community ,outreach,2,Community outreach
"Hard to pin down, slippery ",elusive,1,Elusive idea
Pulled along roughly ,dragged,1,Hastily dragged
Remove hair (which could be narrow) ,shave,1,Shave off
Solid - business ,firm,6,Firm foundation
Shore ,coast,1,Coastal region
A clairvoyant ,seer,9,Seer-like understanding
Official ban on trade ,embargo,9,International trade embargo
Wide area ,expanse,3,Broad expanse
Xylophone-like instr. ,marimba,17,"Instrument producing rich overtones (if it shares qualities with an instrument resembling the xylophone, such as a marimba or vibraphone)."
Border ,hem,19,"Frontierland (a fictional realm in theme parks, symbolizing borders)"
Alcoholic drink without a mixer,neat,9,Whiskey neat
Doctor Who's machine ,tardis,2,TARDIS interior
