CLUE,ANS,POS
Preliminary drawing ,sketch,1
Liqueur made from cherries ,kirsch,3
"Bar, shaft",rod,11
Bellowed ,roared,4
Do quickly,expedite,3
Lived ,existed,3
Mythical creature ,centaur,6
Relating to a nation's fleet ,naval,1
Dissipate in liquid ,dissolve,6
Leave ,depart,4
Veracious ,truthful,1
The amount of space occupied,volume,1
The highest point ,zenith,5
Opposite of zenith,nadir,1
Film based on a life story ,biopic,1
In complete disorder ,chaotic,1
Wacky,eccentric,4
Tame animal kept for companionship ,pet,1
Part of watch or clock ,minute hand,4
They break into computer systems ,hackers,1
Charitable ,generous,1
African desert ,sahara,1
Gesture of indifference ,shrug,1
"Evolves, grows ",develops,2
Zest ,gusto,13
Bitterness of manner or words ,acrimony,1
Sea beast with 6 ,walrus,5
(Of the sea) ebbing and flowing,tidal,1
Suffuse ,bathe,9
Great beast ,behemoth,6
