CLUE,ANS,POS,FOUND IN
Play music in the street ,busk,4,Busking
Ashen hue ,pallor,9,"Unhealthy, weak pallor"
Get down low ,crouch,19,In a crouched posture
Catch the breath ,gasp,1,Gasping for air
Fan out in ornamental water jet ,fountain,8,Fountain configuration
Leave ,depart,1,Departing
"Native to, eg, Cardiff ",welsh,10,Representative of the Welsh capital's population
Conforming to Islamic (dietary) laws,halal,1,Halal: Permitted by Islamic dietary laws
Arab vessel with lateen sail ,dhow,1,Dhow: Traditional Arabian sailing vessel with a triangular lateen sail often used for trade in the Indian Ocean.
Separated ,apart,3,Split apart
Oliver Goldsmith wrote 'The . . . . . of Wakefield' ,vicar,1,The Vicar of Wakefield
Pursue quarry ,hunt,1,Hunt prey
Blank areas ,spaces,8,Dashes or hyphens (representing spaces)
Whole and complete ,entire,1,Entirety: the quality or condition of being whole; completeness.
"Tear, rend ",rip,7,Ripped cleanly
"Fidel . . . . . ., Cuban chief ",castro,3,"Che Guevara: Ernesto ""Che"" Guevara is synonymous with Fidel Castro due to their close alliance in Cuba; however, ""Che"" isn't a Cuban chief title but rather his nickname."
