CLUE,ANS,POS
Food for queen and larvae ,royal jelly,1
Keep back ,withhold,6
Long heroic story ,saga,2
Betrayal of a trust ,treachery,4
Manipulate; manage ,handle,12
Descend vertical slope using rope ,abseil,1
"Hard to pin down, slippery ",elusive,1
Pulled along roughly ,dragged,1
Remove hair (which could be narrow) ,shave,1
Patron or backer ,sponsor,2
Knee-cap ,patella,1
A clairvoyant ,seer,3
Prophet ,oracle,2
Official ban on trade ,embargo,1
Permit for round trip,return ticket,14
Cry like a wolf,howl,1
Chess piece ,knight,1
Xylophone-like instr. ,marimba,1
A one-storey dwelling house ,bungalow,1
