CLUE,ANS,POS
Stadium,arena,1
Making an effort ,trying,2
Travelled on foot ,walked,1
"'Sadness, grief (6)' ",sorrow,1
(Room for) gathering of distinguished people ,salon,13
Latent ability,potential,1
Small hand tool used for gripping ,tweezers,7
Band of colours in the rainbow ,spectrum,1
Having put down roots,settled,6
Having no function ,useless,11
Son or daughter ,child,1
Of iron ,ferric,4
Temple of all the gods ,pantheon,2
Secured - buckled ,fastened,1
New Zealand bird ,kiwi,3
Peg for joining wood ,dowel,2
Church bench ,pew,1
Strong cord ,rope,7
