CLUE,ANS,POS
Tramp ,vagrant,4
Middle Eastern dessert ,baklava,1
Worthy or praise ,laudable,9
Formal headdress,top hat,10
Oriental ,eastern,1
Book of maps ,atlas,1
Inhabit ,occupy,4
Groups of eight ,octets,1
Competing in a contest of speed ,racing,1
Decorative clasp ,brooch,1
Dickens novel,hard times,7
Penetrate ,pierce,2
Blessing or good wishes to traveller ,godspeed,3
Inveterate ,habitual,7
Sphere of activity ,domain,1
"Gyrate, reel ",spin,1
Layman ,amateur,3
Liable to break easily ,fragile,1
Image to which people are expected to conform,stereotype,1
Flower container,vase,1
(Of music) not in a key ,atonal,1
A horse's feet ,hooves,1
"Inhabit, take up space ",occupy,2
Overland journey by hunters ,safari,12
Large bus,double-decker,1
The breastbone ,sternum,1
Lottery ,raffle,6
Go back on a promise ,renege,1
Rarely ,seldom,2
Norwegian capital ,oslo,1
Male singer with high register ,tenor,1
West African country ,ghana,1
Ungodly,impious,1
Terminate in den ,end,2
Able to be eaten ,digestible,12
