CLUE,ANS,POS
Lookalike ,double,3
Dog's lead ,leash,1
Large cat ,lion,2
Engrave ,etch,2
Supporter of hereditary rule ,monarchist,2
In due course,later,7
High mountain pass ,col,1
Jump suddenly ,leap,1
Emitted long loud cries ,howled,3
Winding sheet ,shroud,1
Devout,pious,2
Marking with small hollows ,pitting,20
Blackberry plant ,bramble,1
Liquorice-flavoured liqueur,sambuca,2
Tropical flowering tree ,jacaranda,1
Deceptive trick ,hoax,2
Bear in story book ,winnie-the-pooh,1
Bird of prey ,falcon,2
Small ,little,16
Root used as a coffee substitute ,chicory,1
Bribe paid by seller to purchasing agent ,kickback,1
