CLUE,ANS,POS
Person whose earnings support the family ,breadwinner,1
Man-made lake or tank,reservoir,2
Roman fortification between the Forth and Clyde ,antonine wall,2
Filled pasta squares ,ravioli,1
Nonmilitary person ,civilian,1
Saturate ,drench,5
Like easy-care clothes ,non-iron,5
Impelling ,urging,5
False excuse ,pretext,1
Additional cost,surcharge,12
Child's construction set ,lego,1
Indian tea state ,assam,1
Obscured ,veiled,7
Zero,nil,1
Hairstyle cut shortly and evenly all round,bob,1
Religious word to express praise or thanks ,alleluia,11
Pressing of a dangerous situation to the limit,brinkmanship,2
