CLUE,ANS,POS
Internal framework ,skeleton,1
Highly skilled musician ,virtuoso,1
Long heroic story ,saga,2
Betrayal of a trust ,treachery,1
Manipulate; manage ,handle,3
Organisation's influence in the community ,outreach,3
"Hard to pin down, slippery ",elusive,1
First ,initial,1
Patron or backer ,sponsor,3
Solid - business ,firm,4
Brute ,beast,6
Knee-cap ,patella,1
A clairvoyant ,seer,3
Official ban on trade ,embargo,1
Wide area ,expanse,9
Chess piece ,knight,3
A one-storey dwelling house ,bungalow,2
Tribe ,clan,1
Eye inflammation ,iritis,6
