CLUE,ANS,POS
1940s' jazz characterised by virtuosity ,bebop,1
Disclose or uncover ,reveal,1
Scintillate ,sparkle,1
Brawl (colloq.) ,punch-up,4
Peak ,summit,2
Nothing ,zero,6
Publicise ,advertise,2
Embankment that should prevent flooding ,levee,2
Pouched animal from down under ,kangaroo,1
"Calm, pacify, appease ",placate,9
"Obstinate, tenacious ",stubborn,1
Astonishing ,amazing,1
Circumvent ,evade,2
Introductory music ,prelude,2
Barbaric,cruel,10
Kayak-like boat,canoe,1
Calf flesh ,veal,2
One's university,alma mater,1
Foe ,enemy,1
Occurring after an armed conflict ,post-war,1
Element in diamonds ,carbon,1
Peak,apex,4
Long narrow stretch of water between Africa and Arabia ,red sea,4
Manner of walking ,gait,2
Distinct and discrete ,separate,1
Specifications by which something may be assessed ,standards,3
Unit of data ,byte,1
Ten year period ,decade,1
