CLUE,ANS,POS,FOUND IN
Last-born ,youngest,1,Youngest sibling
Red (in heraldry),gules,7,"Gules (heraldry): a general term for any red color within the spectrum used to denote nobility, generosity, or martial prowess."
Marquee,tent,10,Attention-grabbing design
Put off ,delay,1,Delayed
Without resistance or other contenders ,unopposed,3,Unopposed reign
Flat highland ,plateau,2,Plateau-like landscape
Ham it up ,overact,1,Overacting
Norwegian dramatist ,ibsen,1,"Henrik Ibsen: Known as the father of modern drama, Ibsen revolutionized European theatre in the late 19th century with his realistic plays that addressed societal issues and psychological conflicts"
Long and hard journey ,trek,1,Arduous trek
Sorrow ,grief,1,Grief-stricken
Royal paraphernalia ,regalia,1,Regalia: The ornamental furniture or decorative items used by a monarch during official ceremonies.
Stride ,step,3,Take bold steps
Cake decoration ,icing,1,"Icing: A sweet, often flavored glaze made from sugar with added ingredients like water or milk."
Deep sadness ,sorrow,1,Profound sorrow
First meal ,breakfast,1,Breakfast - the first meal of the day
Not on ,off,1,Off the list
In the shape of a helix ,spiral,3,Spring-shaped spiral
"Contemplates, considers ",reflects,1,Reflects on ideas
Relating to atomic energy ,nuclear,1,Nuclear fusion
