CLUE,ANS,POS
Tunes ,melodies,1
Inconsequential ,minor,3
Large and scholarly book ,tome,2
Small outpost of families ,settlement,3
Vast and indiscriminate ,wholesale,13
London terminus ,euston,10
Furious ,irate,3
Ambiguous ,equivocal,5
"US state, capital Columbus ",ohio,1
At some time afterwards ,later,2
It's used by a conductor and a policeman ,baton,1
Big brass instrument ,tuba,1
'Don Juan' poet ,byron,1
Prolonged; nagging ,persistent,1
Increase speed ,accelerate,1
Happiness ,delight,4
