CLUE,ANS,POS
Nauseous when flying,airsick,1
Anger ,ire,2
Orderly and clean ,neat,2
Agricultural labourer of low status ,peasant,1
Servitude ,bondage,2
Engulfing swirl of e.g. whirlpool ,vortex,2
"Practical, no-nonsense",down-to-earth,1
Full of praise ,laudatory,1
Asian country ,vietnam,4
Brief light fall of rain ,shower,1
Tics ,spasms,2
Male singer in boater ,baritone,4
House or hotel visitors ,guests,1
Take over by force,usurp,8
This job does not require all of the working week ,part-time,1
Gambling house ,casino,1
Strong cord ,rope,1
Bath ,tub,2
