CLUE,ANS,POS
Mechanical device preventing a wheel slipping backwards,ratchet,4
Bear patiently ,endure,3
Taurus,bull,2
Maritime ,nautical,2
Origins ,roots,4
Follower of religion founded by Joseph Smith Jr. ,mormon,1
A simple or old song ,ballad,4
Savoury jelly ,aspic,1
Hebridean island ,barra,6
Set in motion,trigger,8
Proximity ,closeness,4
Inappropriate ,improper,2
Attack by planes,air raid,3
Wardrobe ,closet,1
The kneecap ,patella,1
Right or means of entry ,access,1
Field of grass ,meadow,2
Subdivisions in theatre ,scenes,2
Part of a machine with a plunging motion ,piston,2
Sailing ship ,barque,10
Offer of marriage ,proposal,1
Compunction ,remorse,2
Unit of current ,ampere,1
