CLUE,ANS,POS,FOUND IN
"Benign, innocuous ",harmless,1,Harmlessness
Row with two oars,scull,4,Double scull
On the exterior ,outside,19,"Coat (can imply something on the outside, as in paint coat)"
"Unkempt, disreputable child",ragamuffin,15,Ragamuffin behavior
Secretly follow ,tail,10,Disguised tailing
Hand tool,spanner,14,Spanner (another term for wrench)
Honey producer ,bee,1,Beekeeper
'Little Orphan . . . . .' ,annie,1,Annie (after the character Little Orphan Annie)
His wings melted when he flew too near the sun ,icarus,2,Daedalus' son (Icarus)
SOS! ,help,4,Urgent help needed
