CLUE,ANS,POS,FOUND IN
"Charlotte, Branwell, Emily and Anne ",bronte,1,Bronte sisters
Shrewd ,canny,15,Canny move
City thoroughfare ,street,1,Main street
Pigpen ,sty,16,Dusty
A really foul smell ,stench,20,"Chemical stench (from e.g., pesticides or industrial waste)"
Cherubic,angelic,8,Angelic-appearing
Get on - governing body ,board,1,Join the board
Arthurian character ,lady of the lake,10,Nimue (Lady of the Lake)
Porous lava ,pumice,3,Pumice stone
Person of great strength -- moon of Saturn ,titan,2,Titan (mythological race known for their strength)
