CLUE,ANS,POS
Living in trees ,arboreal,1
Assistance ,aid,2
Language widespread in East Africa ,swahili,1
The 50th state ,hawaii,2
Clean and orderly ,tidy,1
"Southern African kingdom, capital Mbabane ",swaziland,1
West African country ,ghana,2
Parvenu ,upstart,1
Performer's skill,artistry,1
Pirates' flag ,jolly roger,1
Gifts ,presents,1
Brought back to original condition ,restored,1
Fall down ,tumble,1
River in central Italy ,arno,2
Comparable ,similar,2
Musical drama ,opera,1
Chances ,odds,5
Very unkind,cruel,11
