CLUE,ANS,POS
Lady with guests,hostess,1
Driver of carriage ,coachman,1
"Hastily, illegally convened tribunal",kangaroo court,10
Hearing for an actor ,audition,1
Was untruthful ,lied,1
Made a Sir ,knighted,1
Oesophagus ,gullet,2
Shockingly unacceptable ,disgraceful,5
Fellow worker ,colleague,1
Bird of prey ,owl,4
Bushy-tailed rodent ,squirrel,1
Unravel ,disentangle,25
Talisman ,amulet,1
"Barely, hardly ",scarcely,5
Uprising ,rebellion,1
Thin mortar for filling building joints etc,grout,8
Firm and confident ,assertive,12
