CLUE,ANS,POS
Group of fish ,shoal,1
Fast-moving stream ,torrent,1
Underground chapel ,crypt,1
Prolonged public dispute,controversy,4
In a happy mood ,cheerful,2
Gain by work ,earn,1
Tiny particles ,atoms,2
Bell tower ,belfry,10
Hold affectionately ,embrace,1
Magical or medicinal potion ,elixir,1
Continent ,asia,1
Wash ,bathe,11
Forgetful ,absent-minded,1
Unhurried and relaxed,laid-back,2
Wallpaper remover ,scraper,3
(Semi)enclosed area,precinct,9
Event causing great damage ,catastrophe,20
Resolve; come down ,settle,1
