CLUE,ANS,POS,FOUND IN
Immoderate eater,glutton,2,Gluttonous
Prefix meaning many ,multi,2,Multi-
Liquid ,water,1,Watery
Voltaire novel ,candide,1,"He was a philosopher, historian, and satirist who is best known for his works such as ""Candide"" and ""Lettres Philosophiques"""
Speech impediment ,stutter,2,Stuttering
Do needlework ,sew,1,Sewing
Hobby; regular activity ,pastime,5,Enjoyable pastime
Blockbuster,epic,15,Epic scale film
"Italian archbishop of Canterbury, 1093-1109 ",anselm,3,Anselm (1093-1109)
Contributes further ,adds,3,Adds to the development of
Agatha Christie's Belgian detective ,poirot,1,Hercule Poirot
