CLUE,ANS,POS
Moisture condensed at night ,dew,1
Tosca composer ,puccini,2
Daydream ,fantasy,1
Planet second nearest to the sun ,venus,1
Stick out ,protrude,1
Man or beast ,animal,1
Deep red spice,paprika,3
Item inserted in a written record ,entry,1
Coma ,stupor,8
One who watches ,viewer,3
Unrest - upheaval ,turmoil,2
Remains of a prehistoric plant or animal ,fossil,1
Permissive,tolerant,2
Familiarity ,intimacy,7
Advise strongly or prod ,urge,1
Avoid or abstain from ,eschew,4
Lloyd Webber musical ,evita,4
Calling for immediate attention,urgent,1
New England state ,maine,6
"American state, capital Juneau ",alaska,1
