CLUE,ANS,POS,FOUND IN
Lady of the night before ,eve,3,Evening hours
One serves at table ,waiter,4,Table waiter
Precious stones,gems,1,Gemstone
Arsonist ,pyromaniac,4,Pyromaniac (clinical term for someone with a psychiatric disorder involving fire setting)
Small pool of muddy water ,puddle,10,Muddy puddle
Eve of All Saints' Day ,halloween,7,Halloween evening (if relevant context)
Small role for a well-known actor,cameo,5,Cameo performance
Occurring now and then -- cop raids (anag) ,sporadic,2,Sporadically
Disastrous destiny ,doom,18,Doomed destiny
Clasp ,embrace,8,Tight embrace (metaphorical)
Plan something again ,redesign,2,Redesign a project timeline
A very black colour of black ,jet,8,Jet-black
Out of breath ,puffing,8,Huffing and puffing
Looking exhausted and unwell ,haggard,14,Tired and haggard
Petition ,request,1,Request for assistance or change
Exceed,surpass,1,Surpassing expectations
