CLUE,ANS,POS,FOUND IN
Plan of campaign ,strategy,1,Strategy outline
Children's equestrian event ,gymkhana,4,Gymkhana games
Straight ,direct,1,Directly
The Dog-star ,sirius,1,"It's a binary star system consisting of Sirius A and its faint white dwarf companion, Sirius B"
Priest of the ancient Jewish Church ,levi,11,Levitical elder
Ironic ,wry,15,Wry twist of events
Post; armour ,mail,3,Chainmail
(Child's) rabbit ,bunny,1,Pet bunny
The entomologist studies this ,insect,1,Insects
Alga ,seaweed,3,Seaweed component
Make more attractive,enhance,1,Enhance Color Palette - Use complementary colors for vibrant contrast or analogous colors for harmony.
