CLUE,ANS,POS,FOUND IN
Healing ointment ,balm,2,Medicated balm
At the back of a ship,aft,6,Afterthought location
4840 square yards ,acre,2,Acres in land measurement
Fermenting grape juice ,must,14,Must (unfermented grape juice used to make wine)
Course to be taken by an aircraft ,vector,18,Ground-based radar vectoring
Testament or determination ,will,3,Willpower
Cinema attendant ,usher,6,Theater usher
Deuce ,two,3,Twofold increase
Painstakingly careful and accurate ,rigorous,20,Rigorously accurate
Whisper,murmur,6,Low murmur
"Declare confidently, promise ",assure,1,Assuredly
Captain after Moby-Dick ,ahab,1,Ahab-obsessed
Song of loyalty ,anthem,1,Faithful anthem
Agricultural labourer of low status ,peasant,1,Peasant farmer
Small cake or bread roll ,bun,18,Brioche bun (could refer to smaller-sized ones)
Brief light fall of rain ,shower,2,Soft shower
Tics ,spasms,4,Uncontrolled spasms
Male singer in boater ,baritone,2,Boater-baritone
Miniature whirpools ,eddies,4,Small eddies
Take over by force,usurp,9,Unauthorized usurpation
Hospital-like - strictly objective,clinical,1,Clinical environment
Country of Pharaohs ,egypt,1,Ancient Egypt
Early string instrument ,viol,1,Violin
Strong cord ,rope,1,Robust rope
Bath ,tub,17,Bubbling tub
