CLUE,ANS,POS
Pig ,hog,1
"Whisk, blend ",stir,4
Transparent ,clear,1
Surprise police visit ,raid,1
Utter a piercing cry,scream,5
Japanese dish ,sushi,1
A group of seven ,septet,1
"Notions, thoughts ",ideas,2
James Bond likes his martini this way ,shaken,1
Hand tool; proverb ,saw,12
Refined and graceful ,elegant,1
Operated a vehicle ,drove,1
Ancient Greek author of moral tales ,aesop,1
Rim ,edge,3
Insurance payment,premium,1
Interchangeable words ,synonyms,1
"Mist, light fog ",haze,3
Supply base ,depot,3
Wager ,bet,1
Tropical water-lily ,lotus,3
Voice box ,larynx,3
Reddish purple,magenta,5
"Eg, the Tate ",gallery,1
Rower ,oarsman,6
