CLUE,ANS,POS,FOUND IN
Pamphlet giving information ,leaflet,6,Informational leaflet
It's imagined ,idea,10,Speculative idea
Divided peninsula ,korea,1,Korea Peninsula
Make young again ,rejuvenate,1,Rejuvenated
Track,path,9,Steady path
Reproductive unit ,egg,4,"Zygote (fertilized egg, earliest developmental stage)"
Distinguish oneself -- XL ,excel,11,Excel in a particular area
Tanned animal skin ,leather,3,Golden leather
"Showy, worthless trinket ",gewgaw,5,Unimpressive gewgaw
Hearing attentively ,listening,1,Listening intently
