CLUE,ANS,POS
Develop over time ,evolve,2
Raincoat ,macintosh,3
Persuade ,convince,1
False,spurious,8
Unlawful killing ,murder,3
Mollycoddle ,pamper,1
"Reasonable, logical ",rational,1
Sound of pain or despair ,groan,4
Playing card,ace,2
Unfavourable or harmful ,adverse,2
Element used as semiconductor,silicon,1
City by the Great Pyramid ,giza,1
Greek goddess of peace ,irene,2
Ballet skirt ,tutu,1
Stronghold ,fortress,1
Wander about,roam,1
Association football ,soccer,1
For nothing ,free,2
Port in Brittany ,brest,1
Love affair ,romance,1
Funeral lament ,dirge,3
"Laugh at, make fun of",deride,6
Viscous bituminous substance,tar,1
