CLUE,ANS,POS
Slope ,incline,1
UK capital ,london,1
Heavenly being ,angel,1
Embarrassed ,abashed,15
Landed property ,estate,1
Sofa ,settee,6
Houses of Parliament borough ,westminster,1
Silly fool ,twit,20
Wind-borne toy ,kite,5
Fabric from fine goat's wool ,cashmere,1
Mistake ,error,1
Material of pre-vinyl rpm records,shellac,1
Elderly Russian woman ,babushka,1
Funny ,comic,14
Roadside channel ,gutter,7
Largest Greek island ,crete,1
Type of nut ,cashew,2
Decayed or corrupt ,rotten,1
Make known to others ,reveal,4
Not very good,mediocre,2
Passenger ship ,liner,3
Salad vegetable ,lettuce,1
Minor argument ,tiff,4
Precious stone ,sapphire,3
Given to bragging ,boastful,1
Bird's beak ,bill,2
Massacred ,butchered,2
Tycoon ,magnate,6
Drink deeply,quaff,3
